org_key,year,event_key,match_key,match_number,time,alliance,team_key,totalAutoPoints,totalTeleopPoints,totalEndgamePoints,contributedPoints,totalAutoCoral,totalTeleopCoral,totalCoral,totalAutoAlgae,totalTeleopAlgae,totalAlgae,ClimbTime,Reliability,startingPosition,didLeaveStartingZone,autoCoralL4,autoCoralL3,autoCoralL2,autoCoralL1,autoAlgaeProc,autoAlgaeNet,teleopCoralL4,teleopCoralL3,teleopCoralL2,teleopCoralL1,teleopAlgaeProc,teleopAlgaeNet,didDefense,Defenserating,totalMinorFouls,totalMajorFouls,climbingStartTime,climbingStopTime,bargeStatus,diedDuringMatch,recoveredFromFreeze,didYellowCard,didRedCard
frc4467,2025,2025nysu,2025nysu_qm6,6,3/7/2025 2:39:00 PM,blue,frc5016,"10","27","0","37","1","3","4","0","2","2","0","1","Middle","1","1","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm6,6,3/7/2025 2:39:00 PM,red,frc7504,"0","6","0","6","0","0","0","0","1","1","150","1","Processor Side","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","150","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm6,6,3/7/2025 2:39:00 PM,red,frc10229,"3","0","0","3","0","0","0","0","0","0","0","0","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","150","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm7,7,3/7/2025 2:49:00 PM,red,frc1884,"10","19","2","31","1","4","5","0","0","0","1","1","Processor Side","1","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","1","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm7,7,3/7/2025 2:49:00 PM,blue,frc694,"17","33","12","62","2","8","10","0","0","0","9","1","Cage Side","1","2","0","0","0","0","0","3","3","2","0","0","0","0","0","0","0","23","14","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm7,7,3/7/2025 2:49:00 PM,blue,frc7718,"3","0","0","3","0","0","0","0","0","0","0","0","Cage Side","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm7,7,3/7/2025 2:49:00 PM,red,frc7730,"3","0","2","5","0","0","0","0","0","0","25","1","Cage Side","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm7,7,3/7/2025 2:49:00 PM,red,frc3419,"10","15","12","37","1","3","4","0","0","0","28","1","Middle","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","35","7","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm7,7,3/7/2025 2:49:00 PM,blue,frc4467,"6","12","12","30","1","6","7","0","0","0","22","1","Processor Side","1","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","37","15","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm8,8,3/7/2025 2:59:00 PM,red,frc7759,"0","0","2","2","0","0","0","0","0","0","11","1","Processor Side","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","11","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm8,8,3/7/2025 2:59:00 PM,red,frc3624,"6","16","2","24","1","8","9","0","0","0","3","1","Cage Side","1","0","0","0","1","0","0","0","0","0","8","0","0","1","0","0","0","3","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm8,8,3/7/2025 2:59:00 PM,red,frc395,"6","0","0","6","1","0","1","0","0","0","0","0","Middle","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm8,8,3/7/2025 2:59:00 PM,blue,frc8739,"3","4","2","9","0","1","1","0","0","0","15","1","Cage Side","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","15","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm8,8,3/7/2025 2:59:00 PM,blue,frc6593,"6","8","2","16","1","1","2","0","1","1","16","1","Middle","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","16","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm8,8,3/7/2025 2:59:00 PM,blue,frc1493,"17","31","0","48","2","8","10","0","0","0","150","1","Processor Side","1","2","0","0","0","0","0","5","0","0","3","0","0","0","0","0","0","150","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm9,9,3/7/2025 3:08:00 PM,red,frc2265,"3","8","2","13","0","3","3","0","0","0","8","1","Cage Side","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","8","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm9,9,3/7/2025 3:08:00 PM,blue,frc263,"0","0","2","2","0","0","0","0","0","0","12","0.5","Processor Side","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","16","4","Parked","1","1","1","0"
frc4467,2025,2025nysu,2025nysu_qm9,9,3/7/2025 3:08:00 PM,blue,frc1155,"10","10","0","20","1","2","3","0","0","0","0","1","Cage Side","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","150","150","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm9,9,3/7/2025 3:08:00 PM,blue,frc6911,"3","29","2","34","0","6","6","0","0","0","3","1","Middle","1","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","3","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm9,9,3/7/2025 3:08:00 PM,red,frc9636,"3","0","0","3","0","0","0","0","0","0","150","1","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm9,9,3/7/2025 3:08:00 PM,red,frc6463,"0","0","0","0","0","0","0","0","0","0","0","0","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm10,10,3/7/2025 3:17:00 PM,red,frc6401,"3","13","2","18","0","4","4","0","0","0","24","1","Cage Side","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","24","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm10,10,3/7/2025 3:17:00 PM,blue,frc6300,"0","0","0","0","0","0","0","0","0","0","0","1","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm10,10,3/7/2025 3:17:00 PM,blue,frc9295,"6","22","0","28","1","11","12","0","0","0","150","0","Cage Side","1","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","150","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm10,10,3/7/2025 3:17:00 PM,blue,frc9713,"3","0","0","3","0","0","0","0","0","0","0","0","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm10,10,3/7/2025 3:17:00 PM,red,frc7668,"3","0","0","3","0","0","0","0","0","0","0","0","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm10,10,3/7/2025 3:17:00 PM,red,frc7318,"3","0","2","5","0","0","0","0","0","0","23","1","Processor Side","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm11,11,3/7/2025 3:26:00 PM,red,frc2872,"10","30","2","42","1","6","7","0","0","0","6","1","Processor Side","1","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","6","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm11,11,3/7/2025 3:26:00 PM,red,frc10262,"3","0","2","5","0","0","0","0","0","0","1","1","Cage Side","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","15","14","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm11,11,3/7/2025 3:26:00 PM,red,frc1880,"3","17","2","22","0","4","4","0","0","0","0","1","Middle","1","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm11,11,3/7/2025 3:26:00 PM,blue,frc9016,"3","38","2","43","0","8","8","0","0","0","30","1","Cage Side","1","0","0","0","0","0","0","6","2","0","0","0","0","0","0","0","0","30","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm11,11,3/7/2025 3:26:00 PM,blue,frc7504,"3","0","2","5","0","0","0","0","0","0","15","1","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","1","15","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm11,11,3/7/2025 3:26:00 PM,blue,frc353,"10","51","2","63","1","12","13","0","0","0","3","1","Processor Side","1","1","0","0","0","0","0","5","5","2","0","0","0","0","0","0","0","3","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm12,12,3/7/2025 3:35:00 PM,red,frc2053,"10","24","0","34","1","6","7","0","0","0","0","1","Cage Side","1","1","0","0","0","0","0","2","2","2","0","0","0","0","0","1","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm12,12,3/7/2025 3:35:00 PM,blue,frc6969,"3","11","2","16","0","3","3","0","0","0","11","1","Processor Side","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","11","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm12,12,3/7/2025 3:35:00 PM,blue,frc10152,"6","0","2","8","1","0","1","0","0","0","17","1","Middle","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","17","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm12,12,3/7/2025 3:35:00 PM,red,frc3419,"10","15","2","27","1","3","4","0","0","0","21","1","Processor Side","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","21","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm12,12,3/7/2025 3:35:00 PM,blue,frc1884,"3","25","0","28","0","5","5","0","0","0","150","1","Cage Side","1","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","150","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm12,12,3/7/2025 3:35:00 PM,red,frc369,"0","17","2","19","0","4","4","0","0","0","20","1","Middle","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","20","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm13,13,3/7/2025 3:44:00 PM,red,frc4122,"17","10","2","29","2","2","4","0","0","0","0","1","Cage Side","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm13,13,3/7/2025 3:44:00 PM,red,frc5298,"0","13","0","13","0","4","4","0","0","0","150","1","Middle","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","150","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm13,13,3/7/2025 3:44:00 PM,red,frc1493,"10","10","2","22","1","2","3","0","0","0","10","1","Processor Side","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","10","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm13,13,3/7/2025 3:44:00 PM,blue,frc1796,"10","26","12","48","1","6","7","0","0","0","6","1","Cage Side","1","1","0","0","0","0","0","2","4","0","0","0","0","0","0","0","0","6","0","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm13,13,3/7/2025 3:44:00 PM,blue,frc7718,"0","0","0","0","0","0","0","0","0","0","0","0","Processor Side","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm13,13,3/7/2025 3:44:00 PM,blue,frc3950,"3","0","2","5","0","0","0","0","0","0","4","1","Middle","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm14,14,3/7/2025 3:53:00 PM,red,frc2265,"3","14","2","19","0","4","4","0","0","0","0","1","Middle","1","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm14,14,3/7/2025 3:53:00 PM,red,frc379,"3","20","12","35","0","0","0","0","5","5","9","1","Cage Side","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","34","25","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm14,14,3/7/2025 3:53:00 PM,red,frc2601,"3","15","2","20","0","3","3","0","0","0","0","1","Processor Side","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm14,14,3/7/2025 3:53:00 PM,blue,frc3017,"0","0","0","0","0","0","0","0","0","0","0","0","Middle","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm14,14,3/7/2025 3:53:00 PM,blue,frc694,"17","30","12","59","2","8","10","0","2","2","5","1","Cage Side","1","2","0","0","0","0","0","0","3","0","5","0","2","0","0","0","0","16","11","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm14,14,3/7/2025 3:53:00 PM,blue,frc5736,"24","33","12","69","3","9","12","0","0","0","13","1","Processor Side","1","3","0","0","0","0","0","1","4","4","0","0","0","0","0","0","0","17","4","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm15,15,3/7/2025 4:02:00 PM,red,frc3624,"6","12","0","18","1","3","4","0","1","1","0","1","Middle","1","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm15,15,3/7/2025 4:02:00 PM,blue,frc10229,"3","0","2","5","0","0","0","0","0","0","34","1","Processor Side","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm15,15,3/7/2025 4:02:00 PM,blue,frc6423,"0","0","0","0","0","0","0","0","0","0","0","1","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm15,15,3/7/2025 4:02:00 PM,blue,frc4467,"3","10","2","15","0","2","2","0","1","1","5","1","Middle","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","12","7","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm15,15,3/7/2025 4:02:00 PM,red,frc6880,"0","0","0","0","0","0","0","0","0","0","0","0","Processor Side","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","1","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm15,15,3/7/2025 4:02:00 PM,red,frc8739,"3","4","0","7","1","1","2","0","0","0","0","1","Cage Side","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm16,16,3/7/2025 4:11:00 PM,red,frc287,"3","24","2","29","0","5","5","0","0","0","10","1","Middle","1","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","10","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm16,16,3/7/2025 4:11:00 PM,red,frc395,"3","0","2","5","1","0","1","0","0","0","17","1","Cage Side","0","0","0","0","1","0","0","0","0","0","0","0","0","1","8","0","0","17","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm16,16,3/7/2025 4:11:00 PM,red,frc5016,"6","18","2","26","1","3","4","0","1","1","0","1","Processor Side","1","0","0","0","1","0","0","2","0","0","1","1","0","0","0","0","0","0","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm16,16,3/7/2025 4:11:00 PM,blue,frc7759,"0","0","2","2","0","0","0","0","0","0","15","1","Cage Side","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","15","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm16,16,3/7/2025 4:11:00 PM,blue,frc7730,"3","0","2","5","0","0","0","0","0","0","0","1","Processor Side","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm16,16,3/7/2025 4:11:00 PM,blue,frc9642,"0","3","2","5","0","1","1","0","0","0","7","1","Processor Side","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","12","5","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm17,17,3/7/2025 4:20:00 PM,blue,frc6593,"3","15","0","18","0","3","3","0","0","0","7","1","Middle","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","11","4","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm17,17,3/7/2025 4:20:00 PM,blue,frc7318,"0","10","2","12","0","5","5","0","0","0","16","1","Cage Side","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","16","0","Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm17,17,3/7/2025 4:20:00 PM,blue,frc2872,"10","23","12","45","1","5","6","0","0","0","11","1","Processor Side","1","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","23","12","Deep Cage","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm17,17,3/7/2025 4:20:00 PM,red,frc6463,"0","0","0","0","0","0","0","0","0","0","0","1","Not There","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Not Parked","0","0","0","0"
frc4467,2025,2025nysu,2025nysu_qm17,17,3/7/2025 4:20:00 PM,red,frc333,"3","35","2","40","0","7","7","0","0","0","12","1","Middle","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","12","0","Parked","0","0","0","0"
